                  1            2            3            4            5            6            7            8            9           10           11           12           13           14           15           16           17           18           19           20           21           22           23           24           25           26
196005       -0.873       -0.451       -0.324       -0.136       -0.325       -0.215       -0.336       -0.651       -0.445       -0.157       -0.388        0.674       20.361       21.526       21.136       19.285        0.103       -0.582       -0.561       -0.317        0.179       -0.321       -0.144       -0.441       -0.878       -0.963
196006       -1.227       -0.639       -0.459       -0.359       -0.419       -0.441       -0.740       -0.728       -0.630       -0.100       -0.550       -0.029       14.011       12.664       22.341       16.094        0.054       -1.377       -1.090       -0.776        0.250       -0.456       -0.203       -0.549       -0.612       -0.188
196007       -1.225       -0.484       -0.574       -0.304       -0.324       -0.352        0.143       -0.653       -0.601       -0.184       -0.363       -0.300        9.081        6.414       23.799       20.315       -0.057        0.249        0.096        0.051        0.085       -0.254       -0.381       -0.549       -0.506        0.106
196008       -0.972       -0.317       -0.569       -0.145       -0.358       -0.322       -0.355       -0.676       -0.491       -0.279       -0.336       -0.906        5.899        4.334       23.138       16.713        0.030       -0.587       -0.426       -0.494        0.141       -0.090       -0.442       -0.616       -0.594        0.332
196009       -0.258       -0.358       -0.592       -0.299       -0.412       -0.239       -0.253       -0.821       -0.442       -0.431       -0.386       -0.466        4.961        4.208       24.001       20.284       -0.033       -0.048        0.033       -0.298       -0.126       -0.121       -0.449       -0.601       -0.786        0.313
196010       -0.877       -0.835       -0.475       -0.459       -0.367       -0.563       -0.560       -0.770       -0.693       -0.385       -0.528        0.651        6.588        3.410       23.490       17.795        0.097        0.661       -0.001       -0.588        0.172       -0.646       -0.140       -0.589       -0.896       -0.075
196011       -0.617       -0.871       -0.234       -0.381       -0.071       -0.616       -0.502       -0.846       -0.585       -0.237       -0.403        1.277        5.887        1.773       23.919       24.497        0.050       -0.536       -0.730       -0.565        0.194       -0.778        0.114       -0.670       -0.939       -0.518
196012       -0.373       -0.624       -0.037       -0.345       -0.094       -0.440       -0.408       -0.439       -0.358       -0.367       -0.434       -0.049        6.801        3.725       21.349       20.265       -0.046       -0.145       -0.222       -0.442        0.454       -0.609        0.213       -0.410       -0.600       -0.106
196101       -0.055       -0.547       -0.272       -0.326       -0.308       -0.463       -0.624       -0.317       -0.382       -0.183       -0.427        0.000        8.244        4.147       17.116       14.324        0.027       -0.451       -0.586       -0.688        0.198       -0.438       -0.053       -0.330       -0.187        0.420
196102        0.506       -0.195       -0.308       -0.194       -0.218       -0.251       -0.866       -0.439       -0.165       -0.395       -0.492        0.049       10.408        4.712       17.267       16.593        0.027       -0.092       -0.487       -0.824       -0.249       -0.072       -0.230       -0.401        0.137        0.141
196103       -0.639       -0.335       -0.413       -0.303       -0.305       -0.415       -0.464       -0.392       -0.400       -0.308       -0.382       -0.049       20.749       12.776       17.824       12.742        0.053       -0.328       -0.584       -0.456       -0.068       -0.169       -0.279       -0.390        0.207        0.535
196104       -0.676       -0.174       -0.539       -0.348       -0.375       -0.266       -0.234       -0.536       -0.377       -0.072       -0.505        0.244       21.873       21.838       19.794       16.020        0.098        0.333       -0.219       -0.218       -0.233        0.042       -0.470       -0.484       -0.173        0.812
196105       -0.738       -0.180       -0.462       -0.067       -0.459       -0.297        0.581       -0.728       -0.355       -0.118       -0.220        0.141       20.634       19.951       21.351       16.454        0.011        0.210        0.121        0.590        0.045        0.005       -0.391       -0.509       -0.213        0.501
196106       -0.830       -0.210       -0.325        0.064       -0.437       -0.245        0.481       -0.611       -0.324       -0.416       -0.488       -0.406       13.867        9.014       21.399       17.497       -0.138        0.644        0.746        0.568        0.262       -0.080       -0.241       -0.396        0.288        0.133
196107       -1.435       -0.856       -0.533       -0.307       -0.427       -0.725        0.607       -0.385       -0.788       -0.315       -0.538       -0.356        7.760        4.354       23.038       16.612       -0.115        1.222        0.912        0.508        0.394       -0.643       -0.191       -0.405        0.840       -0.019
196108       -1.102       -1.002       -0.716       -0.655       -0.524       -0.807        0.266       -0.315       -0.896       -0.206       -0.411       -1.606        5.780        3.631       24.519       16.803       -0.115        1.270        0.659        0.214        0.125       -0.715       -0.315       -0.492        1.119        0.003
196109       -1.122       -1.400       -0.591       -0.951       -0.438       -0.995        0.334       -0.332       -1.041       -0.258       -0.238       -1.187        5.689        3.769       24.808       18.104       -0.165        0.768        0.467        0.250        0.345       -1.164       -0.031       -0.565        1.365       -0.094
196110       -1.034       -1.252       -0.809       -0.970       -0.472       -1.113        0.315       -0.313       -1.048       -0.460       -0.278       -1.364        8.605        2.924       23.264       15.746       -0.144        0.977        1.121        0.255        0.122       -0.928       -0.308       -0.484        1.066       -0.046
